,Date,User,Text
2178,November 2015,suydam,"Took my Encore in for its first oil change at a little over 7500 miles. Love the 2 years free maintenance! Especially appreciated after the Honda's maintenance costs last month. Once it's out of warranty I'll take the Honda to a local Firestone shop. Way cheaper and they work on a lot of Hondas.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
2179,November 2015,roadburner,"imidazol97 said:

Michelin Pilot Super Sport ZP
or
Michelin Pilot Sport Cup 2 ZP are part of optional package.
Both are ""summer only.""



Okay, PSS runflats. Not really an ""Extreme Performance"" tire but close enough that it makes no difference, I run conventional Pilot Super Sports as the summer tire on my Mazdaspeed and so far I have run out of courage long before I have run out of grip.

Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2180,November 2015,roadburner,"Today marks twenty years since I took delivery of my Hellrot 1995 Club Sport from Fields BMW in Chicago. I still love it and have absolutely no plans to ever part with it. It has been incredibly reliable; at 143,000 miles the engine has only required a new thermostat while the suspension has only needed a couple of lower control arm bushings. Other minor repairs were simply a brake light switch, a heater hose fitting and a few light bulbs. Warranty repairs were confined to a fuel tank sending unit(bad US fuel) and a recall of the O2 sensor It is on its second set of pads and rotors, as it served as my HPDE instructor car for many years. The paint is still shiny and the interior looks brand new. I'll have to fix the headliner sooner than later and the passenger seat belt buckle throws an intermittent fault, but I can live with that.
My son will likely have to pry my ti from my cold dead fingers...

Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2181,November 2015,Mr_Shiftright,"Out of curiousity, did you ever have your front parking lights pop out on the road on that car?
roadburner said:
Today marks twenty years since I took delivery of my Hellrot 1995 Club Sport from Fields BMW in Chicago. I still love it and have absolutely no plans to ever part with it. It has been incredibly reliable; at 143,000 miles the engine has only required a new thermostat while the suspension has only needed a couple of lower control arm bushings. Other minor repairs were simply a brake light switch, a heater hose fitting and a few light bulbs. Warranty repairs were confined to a fuel tank sending unit(bad US fuel) and a recall of the O2 sensor It is on its second set of pads and rotors, as it served as my HPDE instructor car for many years. The paint is still shiny and the interior looks brand new. I'll have to fix the headliner sooner than later and the passenger seat belt buckle throws an intermittent fault, but I can live with that.
My son will likely have to pry my ti from my cold dead fingers...

MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2182,November 2015,roadburner,"One parking light did it- it had a broken retaining clip(due to getting hit with a piece of retread rubber). I replaced it and there have been no further problems..
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
2183,November 2015,isellhondas,"Mr_Shiftright said:
The country in question is the garden where it grows the best, and Assad is the gardener. Saddam would have killed every last one of them in about a week, if they had even dared to show themselves. It's like the old story (true or not) that there was never any crime in the neighborhood where the mafia lived.
Your last sentence reminds me of my hometown growing up.

There were things you knew but never talked about, people didn't ask many questions and a lot of problems
had ways of solving themselves.

If you dated a girl whose last name ended in a vowel, you behaved yourself!"
2184,November 2015,imidazol97,"explorerx4 said:
Brought home the new truck.
Late, but congratulations. I meant to write that earlier, and I think I didn't get it done!

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
2185,November 2015,driver100,"imidazol97 said:
show previous quotes

Late, but congratulations. I meant to write that earlier, and I think I didn't get it done!

Me too, have been out a lot. Congratulations!
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
2186,November 2015,explorerx4,"Imidazol97,
You're not late, I only brought it home less than 2 hours ago.
I even asked the bank if they could leave the payee blank just in case the deal didn't go through.
They said they had to put a name on the check, but also told me how I could return it, if needed.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2187,November 2015,ab348,"imidazol97 said:

Late, but congratulations. I meant to write that earlier, and I think I didn't get it done!


Likewise.

Be sure to let us know when you replace those wheels.
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
2188,November 2015,explorerx4,"@ab348,
Can't wait to replace those wheels. Might get a bed cover first, though.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2189,November 2015,oldfarmer50,"mako1a said:
OF, this truck has no rust (at least none more than a 1 or 2 year old truck). Hitch has a little rust on it, but that's it. And they have a 2002 Ford F-150 with 168,000 listed for $10k Check it out http://huffonline.com/UsedCars/2002-Ford-F-150-Wytheville-X5W9ws2x9ECPK85d~XYvRA?PageSize=24&Make=Ford&Model=F-150
That's incredible. Of course south of the rust belt the bodies are in much better shape.

Here's what we see here:
http://albany.craigslist.org/cto/5305974573.html
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
2190,November 2015,Mr_Shiftright,"Ah, vent-a-rockers. Nice feature.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
2191,November 2015,explorerx4,"I really wanted to buy a used truck, but the prices are off the hook, so I decided not to go through the aggravation.
This was my first choice, has base engine and no locking rear axle, really?
http://www.litchfieldford.com/used/Ford/2014-Ford-F-150-b6caff050a0e0adf4686ae8d995c104e.htm?searchDepth=7:24
2017 Ford Fusion SE 2017 Ford F-150 Limited"
2192,November 2015,venture,"Honey Bees

I was starting to think the bees are coming back. I spend all day, every day outside during the spring and summer and have noticed more honey bees this year than in the past few years. I read an article yesterday that says I'm wrong.

Neonicotinoids are used by farmers on about 140 different crops, including corn, canola and soy. But despite truth-twisting marketing from producers, there is little evidence that 

Copyright 2015 U.S. News & World Report

http://www.msn.com/en-us/money/markets/opinion-honeybees-are-dying-and-our-food-supply-will-go-with-them/ar-BBmXQ52?li=AA4Zjn

Maybe Old Farmer, or others who spend a lot of time outdoors, can chime in - Am I just having hallucinations?
2018 Legacy 3.6R, 2015 Crosstrek, 2015 Forester"
